# pyIrena / Irena validation dataset: simple_power_law
# tool          : Simple Fits
# model         : Power Law
# equation      : I(Q) = Prefactor Q^-Exponent + bg
# 
# GROUND-TRUTH PARAMETERS
#   Prefactor                  = 0.0012         [cm^-1 A^-n]
#   Exponent                   = 3.2            [-]
#   Background                 = 0.02           [1/cm]
# 
# NOISE
#   sigma = sqrt(I/kappa + (rel*I)^2); I_obs = I + sigma*N(0,1)
#   rel systematic = 0.01, kappa = 4580.16, seed = 4090444554
#   median rel. error = 0.01124, max = 0.07235
# 
# Q range       : 0.01 to 0.4 1/A, 250 points, log-spaced
# Units         : Q [1/A], I [1/cm], dI [1/cm]
# Generated     : 2026-08-30 by generate_validation_data.py
# ----------------------------------------------------------------------
#   Q[1/A]                I[1/cm]               dI[1/cm]
5.41343902e-02  1.35897997e+01  1.46249589e-01
5.49423492e-02  1.29423439e+01  1.39955703e-01
5.57623670e-02  1.24115428e+01  1.33951636e-01
5.65946237e-02  1.17882913e+01  1.28223909e-01
5.74393018e-02  1.14175772e+01  1.22759668e-01
5.82965868e-02  1.06339943e+01  1.17546648e-01
5.91666669e-02  1.00897224e+01  1.12573155e-01
6.00497329e-02  9.84748513e+00  1.07828033e-01
6.09459788e-02  9.44911128e+00  1.03300641e-01
6.18556011e-02  8.94418728e+00  9.89808298e-02
6.27787997e-02  8.51358729e+00  9.48589194e-02
6.37157770e-02  8.08764615e+00  9.09256763e-02
6.46667388e-02  7.70529508e+00  8.71722935e-02
6.56318937e-02  7.31810183e+00  8.35903707e-02
6.66114536e-02  6.93487165e+00  8.01718959e-02
6.76056336e-02  6.72504315e+00  7.69092271e-02
6.86146517e-02  6.45918777e+00  7.37950754e-02
6.96387294e-02  6.09799104e+00  7.08224889e-02
7.06780916e-02  5.79008978e+00  6.79848369e-02
7.17329664e-02  5.54375648e+00  6.52757958e-02
7.28035852e-02  5.16710581e+00  6.26893341e-02
7.38901830e-02  5.10960023e+00  6.02196999e-02
7.49929984e-02  4.74381426e+00  5.78614074e-02
7.61122734e-02  4.60604305e+00  5.56092254e-02
7.72482536e-02  4.37369359e+00  5.34581649e-02
7.84011884e-02  4.10967540e+00  5.14034689e-02
7.95713308e-02  3.99259543e+00  4.94406012e-02
8.07589377e-02  3.79491357e+00  4.75652364e-02
8.19642696e-02  3.65082496e+00  4.57732508e-02
8.31875913e-02  3.34345738e+00  4.40607127e-02
8.44291710e-02  3.29363411e+00  4.24238739e-02
8.56892814e-02  3.14817899e+00  4.08591615e-02
8.69681991e-02  2.98659823e+00  3.93631698e-02
8.82662046e-02  2.83404546e+00  3.79326527e-02
8.95835830e-02  2.76511021e+00  3.65645165e-02
9.09206233e-02  2.68572607e+00  3.52558134e-02
9.22776191e-02  2.47474782e+00  3.40037341e-02
9.36548680e-02  2.42366812e+00  3.28056023e-02
9.50526725e-02  2.20955075e+00  3.16588685e-02
9.64713393e-02  2.21076884e+00  3.05611039e-02
9.79111798e-02  2.01277113e+00  2.95099952e-02
9.93725100e-02  1.94665231e+00  2.85033398e-02
1.00855651e-01  1.87992445e+00  2.75390398e-02
1.02360927e-01  1.80866240e+00  2.66150982e-02
1.03888670e-01  1.67830637e+00  2.57296138e-02
1.05439215e-01  1.62707155e+00  2.48807770e-02
1.07012901e-01  1.52432176e+00  2.40668655e-02
1.08610075e-01  1.45092387e+00  2.32862405e-02
1.10231087e-01  1.42817772e+00  2.25373427e-02
1.11876293e-01  1.36009198e+00  2.18186888e-02
1.13546053e-01  1.34209720e+00  2.11288677e-02
1.15240735e-01  1.23578864e+00  2.04665375e-02
1.16960710e-01  1.15092793e+00  1.98304222e-02
1.18706355e-01  1.11466088e+00  1.92193083e-02
1.20478055e-01  1.07624091e+00  1.86320423e-02
1.22276197e-01  1.02513484e+00  1.80675277e-02
1.24101176e-01  9.63849626e-01  1.75247222e-02
1.25953394e-01  9.42396521e-01  1.70026353e-02
1.27833256e-01  8.67945778e-01  1.65003257e-02
1.29741175e-01  8.57447323e-01  1.60168988e-02
1.31677569e-01  7.97408440e-01  1.55515050e-02
1.33642865e-01  7.80247099e-01  1.51033368e-02
1.35637493e-01  7.49269840e-01  1.46716272e-02
1.37661890e-01  7.11794524e-01  1.42556476e-02
1.39716502e-01  6.78332451e-01  1.38547058e-02
1.41801779e-01  6.46644573e-01  1.34681442e-02
1.43918179e-01  6.20111990e-01  1.30953385e-02
1.46066167e-01  5.91033667e-01  1.27356954e-02
1.48246213e-01  5.74788075e-01  1.23886514e-02
1.50458797e-01  4.98482599e-01  1.20536712e-02
1.52704403e-01  4.88173222e-01  1.17302463e-02
1.54983525e-01  4.83384451e-01  1.14178936e-02
1.57296664e-01  4.77673444e-01  1.11161542e-02
1.59644326e-01  4.48307738e-01  1.08245918e-02
1.62027027e-01  4.14292338e-01  1.05427922e-02
1.64445290e-01  3.96998650e-01  1.02703613e-02
1.66899646e-01  3.74640293e-01  1.00069248e-02
1.69390633e-01  3.75500333e-01  9.75212680e-03
1.71918798e-01  3.62574300e-01  9.50562878e-03
1.74484697e-01  3.40750001e-01  9.26710891e-03
1.77088891e-01  3.17993214e-01  9.03626099e-03
1.79731953e-01  3.19108151e-01  8.81279372e-03
1.82414464e-01  3.06528020e-01  8.59642988e-03
1.85137010e-01  2.75426781e-01  8.38690555e-03
1.87900191e-01  2.73070139e-01  8.18396946e-03
1.90704613e-01  2.57143149e-01  7.98738225e-03
1.93550890e-01  2.38794032e-01  7.79691590e-03
1.96439649e-01  2.34455593e-01  7.61235307e-03
1.99371523e-01  2.34084828e-01  7.43348656e-03
2.02347154e-01  2.18244208e-01  7.26011874e-03
2.05367198e-01  2.03266585e-01  7.09206107e-03
2.08432315e-01  1.89327276e-01  6.92913359e-03
2.11543180e-01  1.98827662e-01  6.77116444e-03
2.14700475e-01  1.80357511e-01  6.61798948e-03
2.17904892e-01  1.74410943e-01  6.46945182e-03
2.21157136e-01  1.69700394e-01  6.32540146e-03
2.24457919e-01  1.60857101e-01  6.18569491e-03
2.27807967e-01  1.66208707e-01  6.05019484e-03
2.31208014e-01  1.55197428e-01  5.91876975e-03
2.34658808e-01  1.48636664e-01  5.79129368e-03
2.38161105e-01  1.40891719e-01  5.66764585e-03
2.41715673e-01  1.37171022e-01  5.54771047e-03
2.45323294e-01  1.32134202e-01  5.43137637e-03
2.48984759e-01  1.25595766e-01  5.31853685e-03
2.52700871e-01  1.13695693e-01  5.20908938e-03
2.56472447e-01  1.13007779e-01  5.10293538e-03
2.60300313e-01  1.01404308e-01  4.99998003e-03
2.64185311e-01  1.03341914e-01  4.90013206e-03
2.68128293e-01  9.18005608e-02  4.80330354e-03
2.72130123e-01  8.36994212e-02  4.70940974e-03
2.76191682e-01  8.92834756e-02  4.61836893e-03
2.80313859e-01  9.19019967e-02  4.53010219e-03
2.84497560e-01  8.06452074e-02  4.44453335e-03
2.88743703e-01  8.84976785e-02  4.36158873e-03
2.93053220e-01  8.38678284e-02  4.28119711e-03
2.97427057e-01  7.44426611e-02  4.20328952e-03
3.01866174e-01  7.09083872e-02  4.12779916e-03
3.06371544e-01  7.57247451e-02  4.05466128e-03
3.10944158e-01  6.84618883e-02  3.98381306e-03
3.15585018e-01  7.07976654e-02  3.91519353e-03
3.20295143e-01  6.89157235e-02  3.84874344e-03
3.25075567e-01  5.83080053e-02  3.78440521e-03
3.29927340e-01  6.35173871e-02  3.72212280e-03
3.34851525e-01  6.48386585e-02  3.66184167e-03
3.39849204e-01  5.93490446e-02  3.60350869e-03
3.44921473e-01  5.40910750e-02  3.54707206e-03
3.50069447e-01  5.85539046e-02  3.49248128e-03
3.55294254e-01  5.43865045e-02  3.43968704e-03
3.60597042e-01  4.90207771e-02  3.38864120e-03
3.65978975e-01  4.89404399e-02  3.33929672e-03
3.71441233e-01  4.87142058e-02  3.29160763e-03
3.76985015e-01  5.08864856e-02  3.24552897e-03
3.82611539e-01  4.98946084e-02  3.20101674e-03
3.88322039e-01  4.47960816e-02  3.15802789e-03
3.94117769e-01  4.17910530e-02  3.11652028e-03
4.00000000e-01  4.26185192e-02  3.07645263e-03
